"ilce","yil","sandik","secmen","oykullanan","gecerlioy","il"
"Urla",1999,161,27745,24918,23618,35
"Urla",1995,95,23951,20754,20058,35
"Urla",1991,81,20433,17773,17334,35
"Merkez",2011,279,69409,56939,55610,36
"Merkez",2007,233,64262,44622,43574,36
"Merkez",2002,251,63233,43053,40566,36
"Merkez",1999,285,55186,43245,40417,36
"Merkez",1995,214,55518,40620,39068,36
"Merkez",1991,186,58342,39611,38241,36
"Akyaka",2011,43,7740,6060,5904,36
"Akyaka",2007,36,8144,5731,5624,36
"Akyaka",2002,52,8569,6264,6001,36
"Akyaka",1999,52,8266,7079,6646,36
"Akyaka",1995,40,8173,6287,6040,36
"Akyaka",1991,36,9113,6255,6132,36
"Aralık",1991,44,8912,7009,6796,36
"Ardahan",1991,104,27641,19750,19035,36
"Arpaçay",2011,71,13525,10714,10474,36
"Arpaçay",2007,60,12921,9516,9394,36
"Arpaçay",2002,74,15473,11417,11015,36
"Arpaçay",1999,80,14909,12622,12031,36
"Arpaçay",1995,58,12898,9797,9536,36
"Arpaçay",1991,62,15529,10824,10582,36
"Çıldır",1991,60,15123,10765,10416,36
"Digor",2011,74,14791,11042,10764,36
"Digor",2007,60,12760,9587,9391,36
"Digor",2002,66,12278,9022,8738,36
"Digor",1999,65,12028,10190,9377,36
"Digor",1995,60,11077,8310,7912,36
"Digor",1991,63,12561,9213,8911,36
"Göle",1991,87,26059,17282,16564,36
"Hanak",1991,63,17503,12321,11879,36
"Iğdır",1991,160,42964,33088,32353,36
"Kağızman",2011,133,28398,21772,21203,36
"Kağızman",2007,113,26789,18190,17856,36
"Kağızman",2002,125,25571,18021,17247,36
"Kağızman",1999,136,23113,18446,16760,36
"Kağızman",1995,105,21701,16418,15928,36
"Kağızman",1991,94,21058,15945,15361,36
"Posof",1991,60,11863,8669,8360,36
"Sarıkamış",2011,129,28092,21342,20823,36
"Sarıkamış",2007,102,24344,20011,19720,36
"Sarıkamış",2002,124,27657,19686,19024,36
"Sarıkamış",1999,151,25610,20931,19782,36
"Sarıkamış",1995,105,25710,18956,18366,36
"Sarıkamış",1991,90,27306,19532,18809,36
"Selim",2011,83,15416,12488,12190,36
"Selim",2007,64,13495,11534,11335,36
"Selim",2002,89,15513,12154,11674,36
"Selim",1999,89,14281,12260,11613,36
"Selim",1995,79,14180,11076,10742,36
"Selim",1991,75,16578,12237,11867,36
"Susuz",2011,41,7990,6596,6467,36
"Susuz",2007,35,7836,5867,5784,36
"Susuz",2002,46,8409,6468,6204,36
"Susuz",1999,52,8208,7066,6669,36
"Susuz",1995,43,8862,6753,6538,36
"Susuz",1991,39,9964,7424,7153,36
"Tuzluca",1991,97,13469,9474,9127,36
"Merkez",2011,410,88263,79496,77955,37
"Merkez",2007,347,77897,67941,66516,37
"Merkez",2002,347,74528,62841,60975,37
"Merkez",1999,418,68500,61759,59114,37
"Merkez",1995,312,66897,58890,57418,37
"Merkez",1991,291,61729,52302,50990,37
"Abana",2011,22,2916,2549,2507,37
"Abana",2007,20,3060,2645,2585,37
"Abana",2002,21,3125,2303,2219,37
"Abana",1999,24,2957,2659,2530,37
"Abana",1995,20,2756,2043,1993,37
"Abana",1991,18,2616,2102,2052,37
"Ağlı",2011,24,2374,2051,1997,37
"Ağlı",2007,24,2688,2245,2201,37
"Ağlı",2002,26,3113,2014,1943,37
"Ağlı",1999,26,3188,2954,2780,37
"Ağlı",1995,24,3016,2154,2091,37
"Ağlı",1991,26,3508,2735,2610,37
"Araç",2011,141,15537,13662,13298,37
"Araç",2007,140,17109,14689,14357,37
"Araç",2002,140,17743,14102,13614,37
"Araç",1999,143,17835,16200,15450,37
"Araç",1995,137,19098,16041,15545,37
"Araç",1991,132,21234,17802,17043,37
"Azdavay",2011,60,6111,5146,4977,37
"Azdavay",2007,56,6228,5273,5142,37
"Azdavay",2002,59,6650,5225,5010,37
"Azdavay",1999,58,6919,6304,6028,37
"Azdavay",1995,56,7100,6004,5831,37
"Azdavay",1991,56,8608,7090,6813,37
"Bozkurt",2011,49,7112,6168,5967,37
"Bozkurt",2007,46,6908,5951,5825,37
"Bozkurt",2002,48,6959,5424,5289,37
"Bozkurt",1999,52,6617,5869,5614,37
"Bozkurt",1995,46,6455,5094,4962,37
"Bozkurt",1991,43,7603,6156,5917,37
"Cide",2011,108,15861,13083,12720,37
"Cide",2007,102,15819,12732,12453,37
"Cide",2002,107,15751,12203,11816,37
"Cide",1999,117,15541,13713,13019,37
"Cide",1995,101,16491,13219,12919,37
"Cide",1991,99,17542,14090,13525,37
"Çatalzeytin",2011,48,5394,4521,4382,37
"Çatalzeytin",2007,48,5754,4766,4648,37
"Çatalzeytin",2002,53,5880,4271,4116,37
"Çatalzeytin",1999,53,5811,5078,4817,37
"Çatalzeytin",1995,48,6144,4567,4436,37
"Çatalzeytin",1991,48,7494,5560,5321,37
"Daday",2011,71,7619,6841,6683,37
"Daday",2007,70,8628,7668,7509,37
"Daday",2002,72,9037,7637,7402,37
"Daday",1999,71,9236,8377,8026,37
"Daday",1995,69,9504,8341,8135,37
"Daday",1991,67,10009,8871,8550,37
"Devrakani",2011,71,10058,8867,8653,37
"Devrakani",2007,68,10471,9161,8976,37
"Devrakani",2002,76,10485,8918,8668,37
"Devrakani",1999,76,10200,9291,8856,37
"Devrakani",1995,69,10587,8928,8750,37
"Devrakani",1991,60,10773,8999,8750,37
"Doğanyurt",2011,30,5232,4156,3968,37
"Doğanyurt",2007,30,5130,4008,3872,37
"Doğanyurt",2002,41,5356,4001,3840,37
"Doğanyurt",1999,40,5310,4623,4323,37
"Doğanyurt",1995,28,5413,4311,4132,37
"Doğanyurt",1991,27,5144,4169,3874,37
"Hanönü",2011,27,3393,2916,2837,37
"Hanönü",2007,26,3404,2787,2728,37
"Hanönü",2002,27,3913,3003,2903,37
"Hanönü",1999,28,3820,3460,3305,37
"Hanönü",1995,26,3821,3235,3169,37
"Hanönü",1991,25,4146,3362,3182,37
"İhsangazi",2011,35,4630,4281,4176,37
"İhsangazi",2007,35,5012,4484,4398,37
"İhsangazi",2002,35,5316,4669,4546,37
"İhsangazi",1999,37,5212,4890,4645,37
"İhsangazi",1995,34,5355,4889,4796,37
"İhsangazi",1991,34,6086,5295,5111,37
"İnebolu",2011,111,16397,14136,13634,37
"İnebolu",2007,103,16940,14089,13665,37
"İnebolu",2002,118,17410,13221,12584,37
"İnebolu",1999,118,16873,14579,13758,37
"İnebolu",1995,107,16881,13697,13182,37
"İnebolu",1991,98,16873,13659,12910,37
"Küre",2011,47,5158,4448,4287,37
"Küre",2007,44,4910,4411,4273,37
"Küre",2002,51,6465,4934,4718,37
"Küre",1999,51,6502,5699,5369,37
"Küre",1995,43,6940,5658,5447,37
"Küre",1991,47,8325,6779,6359,37
"Pınarbaşı",2011,36,4256,3534,3389,37
"Pınarbaşı",2007,35,4273,3442,3352,37
"Pınarbaşı",2002,36,4794,3318,3190,37
"Pınarbaşı",1999,40,5026,4451,4224,37
"Pınarbaşı",1995,36,4927,3813,3693,37
"Pınarbaşı",1991,32,5611,4395,4148,37
"Seydiler",2011,27,3161,2803,2742,37
"Seydiler",2007,27,3421,2949,2872,37
"Seydiler",2002,27,3452,2816,2759,37
"Seydiler",1999,28,3430,3147,3018,37
"Seydiler",1995,26,3396,2772,2727,37
"Seydiler",1991,28,3840,3173,3082,37
"Şenpazar",2011,33,4013,3211,3099,37
"Şenpazar",2007,31,4006,3147,3072,37
"Şenpazar",2002,36,4144,3169,3008,37
"Şenpazar",1999,36,4152,3612,3414,37
"Şenpazar",1995,31,4575,3433,3303,37
"Şenpazar",1991,30,4706,3755,3580,37
"Taşköprü",2011,182,30561,27402,26908,37
"Taşköprü",2007,165,29965,26718,26245,37
"Taşköprü",2002,175,31815,26362,25676,37
"Taşköprü",1999,190,30760,27676,26668,37
"Taşköprü",1995,160,30760,26539,26052,37
"Taşköprü",1991,153,30930,26990,26000,37
"Tosya",2011,153,31524,28723,28205,37
"Tosya",2007,135,30195,27381,26921,37
"Tosya",2002,151,30962,26713,26070,37
"Tosya",1999,175,29535,27161,25988,37
"Tosya",1995,140,29701,26658,25881,37
"Tosya",1991,117,29962,26529,25561,37
"Kocasinan",2011,895,248926,226406,222646,38
"Kocasinan",2007,710,212264,187656,184340,38
"Kocasinan",2002,793,213229,169269,163223,38
"Kocasinan",1999,1081,189591,164601,158477,38
"Kocasinan",1995,619,178627,155610,149049,38
"Kocasinan",1991,505,149522,123113,120066,38
"Melikgazi",2011,1106,315325,285838,281783,38
"Melikgazi",2007,737,223163,199266,196056,38
"Melikgazi",2002,673,186718,149450,144310,38
"Melikgazi",1999,935,164521,140558,135671,38
"Melikgazi",1995,479,139723,121548,116308,38
"Melikgazi",1991,362,107899,90039,87610,38
"Akkışla",2011,26,5489,4630,4469,38
"Akkışla",2007,28,6399,5429,5319,38
"Akkışla",2002,32,6687,5177,4916,38
"Akkışla",1999,41,6840,6371,5953,38
"Akkışla",1995,29,5909,4986,4763,38
"Akkışla",1991,18,4917,4259,4072,38
"Bünyan",2011,104,22001,19419,19035,38
"Bünyan",2007,105,25144,22274,21943,38
"Bünyan",2002,119,26359,20916,20136,38
"Bünyan",1999,145,26668,24276,23538,38
"Bünyan",1995,111,23587,20288,19697,38
"Bünyan",1991,83,23094,19270,18748,38
"Develi",2011,186,43373,38013,37229,38
"Develi",2007,160,40717,36353,35823,38
"Develi",2002,180,41657,32743,31606,38
"Develi",1999,226,39565,35331,34084,38
"Develi",1995,160,37446,31559,30053,38
"Develi",1991,139,36768,29780,28811,38
"Felahiye",2011,26,5509,4339,4257,38
"Felahiye",2007,25,6350,5223,5125,38
"Felahiye",2002,27,5956,4589,4301,38
"Felahiye",1999,36,5978,5504,5210,38
"Felahiye",1995,26,6178,5113,4926,38
"Felahiye",1991,29,7119,5609,5421,38
"Hacılar",2011,35,8463,8108,7989,38
"Hacılar",2007,34,9287,8804,8671,38
"Hacılar",2002,35,8585,7650,7457,38
"Hacılar",1999,47,8057,7401,7118,38
"Hacılar",1995,27,7572,7059,6747,38
"Hacılar",1991,24,6851,6343,6208,38
"İncesu",2011,70,15687,14268,13871,38
"İncesu",2007,58,14484,13023,12685,38
"İncesu",2002,64,14159,11965,11531,38
"İncesu",1999,77,13769,12880,12305,38
"İncesu",1995,60,12716,11033,10646,38
"İncesu",1991,47,13110,11070,10679,38
"Özvatan",2011,19,3470,3067,3005,38
"Özvatan",2007,18,4664,3973,3873,38
"Özvatan",2002,22,4680,3639,3485,38
"Özvatan",1999,30,4702,4265,4113,38
"Özvatan",1995,24,4857,3926,3785,38
"Özvatan",1991,18,4550,3644,3517,38
"Pınarbaşı",2011,157,20004,17288,16992,38
"Pınarbaşı",2007,153,21955,18533,18263,38
"Pınarbaşı",2002,158,24741,18420,17797,38
"Pınarbaşı",1999,174,23276,20845,20297,38
"Pınarbaşı",1995,160,24785,19993,19430,38
"Pınarbaşı",1991,145,28175,22509,21974,38
"Sarıoğlan",2011,60,11968,10202,9989,38
"Sarıoğlan",2007,61,13813,11717,11499,38
"Sarıoğlan",2002,71,15308,11488,10998,38
"Sarıoğlan",1999,89,15290,13717,13253,38
"Sarıoğlan",1995,61,13072,10769,10427,38
"Sarıoğlan",1991,53,13174,11209,10861,38
"Sarız",2011,59,8533,7221,7116,38
"Sarız",2007,54,9045,7746,7622,38
"Sarız",2002,63,10412,8024,7747,38
"Sarız",1999,67,10116,9107,8854,38
"Sarız",1995,55,10635,8316,8171,38
"Sarız",1991,56,12245,9900,9712,38
"Talas",2011,243,65903,58480,57730,38
"Talas",2007,148,42886,38049,37423,38
"Talas",2002,134,34747,27589,26654,38
"Talas",1999,172,30071,26210,25386,38
"Talas",1995,91,25916,22081,21279,38
"Talas",1991,75,21208,17739,17208,38
"Tomarza",2011,94,18102,15662,15362,38
"Tomarza",2007,90,19289,16441,16216,38
"Tomarza",2002,96,19749,15452,14836,38
"Tomarza",1999,124,19656,17887,17275,38
"Tomarza",1995,95,19687,16712,16245,38
"Tomarza",1991,86,20732,16650,16155,38
"Yahyalı",2011,105,25373,22614,22322,38
"Yahyalı",2007,90,23780,21289,21038,38
"Yahyalı",2002,114,26296,20466,20009,38
"Yahyalı",1999,143,24131,21255,20585,38
"Yahyalı",1995,100,23249,19753,19391,38
"Yahyalı",1991,81,22740,19036,18633,38
"Yeşilhisar",2011,59,12156,11114,10887,38
"Yeşilhisar",2007,52,12974,11694,11509,38
"Yeşilhisar",2002,66,13712,11517,11173,38
"Yeşilhisar",1999,76,13063,12071,11638,38
"Yeşilhisar",1995,56,12405,10898,10574,38
"Yeşilhisar",1991,46,13165,11313,11069,38
"Merkez",2011,249,63408,56977,55912,39
"Merkez",2007,204,57100,50927,50193,39
"Merkez",2002,218,56676,48412,46247,39
"Merkez",1999,293,51410,46562,44782,39
"Merkez",1995,181,51268,45929,44612,39
"Merkez",1991,171,49315,42643,41448,39
"Babaeski",2011,161,39875,36319,35610,39
"Babaeski",2007,137,38674,35344,34831,39
"Babaeski",2002,155,38789,33640,31886,39
"Babaeski",1999,207,36257,33677,32203,39
"Babaeski",1995,139,36274,32815,31940,39
"Babaeski",1991,128,34559,31529,30622,39
"Demirköy",2011,35,6430,5778,5640,39
"Demirköy",2007,32,6970,6121,5956,39
"Demirköy",2002,37,7298,5909,5602,39
"Demirköy",1999,43,7027,6629,6355,39
"Demirköy",1995,30,7475,6505,6312,39
"Demirköy",1991,30,7385,6582,6357,39
"Kofçaz",2011,19,2370,2195,2134,39
"Kofçaz",2007,19,2533,2340,2297,39
"Kofçaz",2002,22,2927,2557,2479,39
"Kofçaz",1999,22,2838,2671,2573,39
"Kofçaz",1995,19,3212,2912,2870,39
"Kofçaz",1991,18,3640,3136,3062,39
"Lüleburgaz",2011,372,100891,91720,90470,39
"Lüleburgaz",2007,280,82905,75178,74129,39
"Lüleburgaz",2002,276,79627,67973,63820,39
"Lüleburgaz",1999,411,74355,67882,65662,39
"Lüleburgaz",1995,224,66472,59380,57971,39
"Lüleburgaz",1991,190,55723,49798,48675,39
"Pehlivanköy",2011,20,3733,3367,3306,39
"Pehlivanköy",2007,20,4403,3927,3869,39
"Pehlivanköy",2002,21,4793,4151,3943,39
"Pehlivanköy",1999,24,4685,4384,4224,39
"Pehlivanköy",1995,21,4875,4461,4363,39
"Pehlivanköy",1991,21,5147,4715,4582,39
"Pınarhisar",2011,63,15333,14103,13796,39
"Pınarhisar",2007,55,15768,14506,14286,39
"Pınarhisar",2002,62,16362,14400,13512,39
"Pınarhisar",1999,90,15799,14844,14285,39
"Pınarhisar",1995,63,15605,14203,13799,39
"Pınarhisar",1991,50,16535,14646,14296,39
"Vize",2011,98,22415,20534,20119,39
"Vize",2007,86,23008,21014,20705,39
"Vize",2002,91,23145,20594,19623,39
"Vize",1999,115,22369,21072,20181,39
"Vize",1995,88,22175,20382,19721,39
"Vize",1991,77,22333,20064,19580,39
"Merkez",2011,350,86715,74682,73402,40
"Merkez",2007,284,73500,61377,60272,40
"Merkez",2002,306,72360,55429,53401,40
"Merkez",1999,365,67322,58914,56480,40
"Merkez",1995,253,61673,52743,51365,40
"Merkez",1991,215,52383,45536,44416,40
"Akçakent",2011,27,3503,3065,2985,40
"Akçakent",2007,28,4276,3594,3538,40
"Akçakent",2002,34,5598,3962,3831,40
"Akçakent",1999,36,5679,5187,4985,40
"Akçakent",1995,28,5224,4299,4246,40
"Akçakent",1991,36,6712,5737,5527,40
"Akpınar",2011,43,6592,5512,5399,40
"Akpınar",2007,45,7728,6276,6163,40
"Akpınar",2002,62,9658,6744,6516,40
"Akpınar",1999,63,9895,9171,8726,40
"Akpınar",1995,46,8400,7035,6871,40
"Akpınar",1991,42,7696,6836,6606,40
"Boztepe",2011,26,4337,3893,3822,40
"Boztepe",2007,26,4947,4352,4278,40
"Boztepe",2002,33,6364,5110,4965,40
"Boztepe",1999,38,6627,6175,5939,40
"Boztepe",1995,30,6089,5270,5129,40
"Boztepe",1991,27,5659,5335,5186,40
"Çiçekdağı",2011,78,11975,10270,10043,40
"Çiçekdağı",2007,75,13077,11087,10893,40
"Çiçekdağı",2002,88,14834,11500,11159,40
"Çiçekdağı",1999,93,14547,13242,12690,40
"Çiçekdağı",1995,83,15120,12497,12176,40
"Çiçekdağı",1991,64,11543,10530,10184,40
"Kaman",2011,154,30135,23511,22856,40
"Kaman",2007,135,31821,25240,24739,40
"Kaman",2002,173,33372,24509,23475,40
"Kaman",1999,199,34731,31145,29662,40
"Kaman",1995,142,31036,25513,24706,40
"Kaman",1991,127,27314,24309,23629,40
"Mucur",2011,86,13691,12045,11840,40
"Mucur",2007,81,14520,12776,12554,40
"Mucur",2002,86,14702,12507,11991,40
"Mucur",1999,99,13425,12324,11859,40
"Mucur",1995,82,13792,12053,11630,40
"Mucur",1991,73,13110,11850,11566,40
"Merkez",2007,962,277916,246814,239985,41
"Merkez",2002,1003,270592,218890,210094,41
"Merkez",1999,1615,308253,270391,257735,41
"Merkez",1995,985,278691,241752,231233,41
"Merkez",1991,805,236250,195515,191380,41
"Gebze",2011,734,210094,187170,182852,41
"Gebze",2007,960,294048,252536,245330,41
"Gebze",2002,981,262858,214128,203307,41
"Gebze",1999,1265,224606,195631,184822,41
"Gebze",1995,636,184304,157637,149807,41
"Gebze",1991,422,124402,103032,98751,41
"Gölcük",2011,359,99342,87325,85479,41
"Gölcük",2007,299,87894,74103,72037,41
"Gölcük",2002,360,91753,64117,61366,41
"Gölcük",1999,395,84509,73523,70248,41
"Gölcük",1995,283,79290,67102,64838,41
"Gölcük",1991,215,66728,53201,52250,41
"Kandıra",2011,187,35818,32333,31381,41
"Kandıra",2007,185,33460,30628,29864,41
"Kandıra",2002,194,36207,30063,28972,41
"Kandıra",1999,201,33010,30112,28718,41
"Kandıra",1995,149,30414,27679,26422,41
"Kandıra",1991,122,29143,26802,25584,41
"Karamürsel",2011,152,38319,33768,32915,41
"Karamürsel",2007,125,34488,30288,29292,41
"Karamürsel",2002,140,36657,28524,27218,41
"Karamürsel",1999,186,32143,28012,26519,41
"Karamürsel",1995,124,30399,26463,25256,41
"Karamürsel",1991,124,35266,29759,28845,41
"Körfez",2011,335,92925,82789,80724,41
"Körfez",2007,272,81835,68637,66782,41
"Körfez",2002,282,77079,58024,56908,41
"Körfez",1999,319,67333,59229,56633,41
"Körfez",1995,214,62059,53284,51228,41
"Körfez",1991,175,51940,42001,40688,41
"Derince",2011,320,90682,80710,78861,41
"Derince",2007,249,75248,65178,63283,41
"Derince",2002,267,77410,59721,57170,41
"Başiskele",2011,180,47281,43160,42363,41
"Çayırova",2011,210,59823,53287,51928,41
"Darıca",2011,352,100649,89137,86923,41
"Dilovası",2011,99,27268,24423,23607,41
"İzmit",2011,843,228427,203756,198732,41
"Kartepe",2011,253,65965,59853,58409,41
"Karatay",2011,605,166864,150075,147383,42
"Karatay",2007,475,133889,118771,115947,42
"Karatay",2002,449,113145,97695,94578,42
"Karatay",1999,534,99654,90358,86644,42
"Karatay",1995,384,98050,88390,85766,42
"Karatay",1991,344,85772,78379,75658,42
"Meram",2011,755,206664,189323,186272,42
"Meram",2007,623,180660,160811,156997,42
"Meram",2002,626,165440,141146,136989,42
"Meram",1999,779,145881,129927,125048,42
"Meram",1995,515,135742,122828,119155,42
"Meram",1991,428,110927,102481,98898,42
"Selçuklu",2011,1169,335284,300887,295748,42
"Selçuklu",2007,799,241708,209609,204458,42
"Selçuklu",2002,734,204964,170610,164895,42
"Selçuklu",1999,854,169816,151142,146151,42
"Selçuklu",1995,517,151125,134188,129736,42
"Selçuklu",1991,406,110724,99743,96595,42
"Ahırlı",2011,22,3707,3103,2969,42
"Ahırlı",2007,23,4152,3495,3362,42
"Ahırlı",2002,24,4436,3692,3519,42
"Ahırlı",1999,29,4375,4057,3787,42
"Ahırlı",1995,22,4207,3609,3456,42
"Ahırlı",1991,21,4083,3613,3442,42
"Akören",2011,23,5058,4249,4126,42
"Akören",2007,20,4910,4359,4221,42
"Akören",2002,26,5111,4474,4281,42
"Akören",1999,30,5225,4915,4585,42
"Akören",1995,23,4603,4302,4086,42
"Akören",1991,21,4412,4119,3878,42
"Akşehir",2011,270,68962,60091,58347,42
"Akşehir",2007,222,61744,54199,52029,42
"Akşehir",2002,245,59263,49754,46855,42
"Akşehir",1999,308,55344,50313,48077,42
"Akşehir",1995,217,54638,47439,45564,42
"Akşehir",1991,188,48012,44130,42735,42
"Altınekin",2011,50,9654,8858,8758,42
"Altınekin",2007,47,10645,9723,9592,42
"Altınekin",2002,53,10414,9213,9015,42
"Altınekin",1999,59,10036,9742,9519,42
"Altınekin",1995,46,8389,7717,7614,42
"Altınekin",1991,40,7451,6906,6673,42
"Beyşehir",2011,219,49275,43450,42307,42
"Beyşehir",2007,197,47255,41869,40914,42
"Beyşehir",2002,211,45822,38053,35817,42
"Beyşehir",1999,252,44974,41540,39898,42
"Beyşehir",1995,177,41091,35668,34509,42
"Beyşehir",1991,153,35735,32549,31470,42
"Bozkır",2011,110,21835,17925,17388,42
"Bozkır",2007,104,22666,18370,17909,42
"Bozkır",2002,132,25411,18664,17920,42
"Bozkır",1999,150,27007,24124,22667,42
"Bozkır",1995,107,22777,18463,17670,42
"Bozkır",1991,98,21139,18763,17739,42
"Cihanbeyli",2011,177,39973,30598,29877,42
"Cihanbeyli",2007,166,40318,31999,31204,42
"Cihanbeyli",2002,178,37066,29398,28518,42
"Cihanbeyli",1999,204,36209,33524,32250,42
"Cihanbeyli",1995,153,32766,27878,27243,42
"Cihanbeyli",1991,129,26600,23859,22952,42
"Çeltik",2011,31,7405,6313,6198,42
"Çeltik",2007,32,8549,6640,6526,42
"Çeltik",2002,39,8942,6522,6348,42
"Çeltik",1999,47,8884,8032,7719,42
"Çeltik",1995,33,8035,6145,5965,42
"Çeltik",1991,26,6593,6013,5815,42
"Çumra",2011,183,42620,39283,38404,42
"Çumra",2007,160,42507,38653,37819,42
"Çumra",2002,184,41191,36461,35398,42
"Çumra",1999,221,40251,37959,36764,42
"Çumra",1995,150,36425,33049,32281,42
"Çumra",1991,130,31162,28787,27935,42
"Derbent",2011,20,3808,3228,3110,42
"Derbent",2007,22,4930,4429,4328,42
"Derbent",2002,26,5028,4185,4021,42
"Derbent",1999,29,4841,4649,4462,42
"Derbent",1995,22,4707,4283,4105,42
"Derbent",1991,29,6328,5383,5007,42
"Derebucak",2011,35,7456,5001,4866,42
"Derebucak",2007,27,6136,5345,5239,42
"Derebucak",2002,32,5873,5099,4786,42
"Derebucak",1999,35,5852,5569,5373,42
"Derebucak",1995,27,5654,5071,4897,42
"Derebucak",1991,26,5596,5094,4877,42
"Doğanhisar",2011,72,15841,13874,13117,42
"Doğanhisar",2007,74,18568,16859,16088,42
"Doğanhisar",2002,85,19490,16606,15709,42
"Doğanhisar",1999,106,19682,18489,17420,42
"Doğanhisar",1995,76,17815,16513,15669,42
"Doğanhisar",1991,70,17137,15499,14772,42
"Emirgazi",2011,30,5989,4698,4556,42
"Emirgazi",2007,29,6853,5048,4959,42
"Emirgazi",2002,36,7624,5382,5193,42
"Emirgazi",1999,43,7781,7231,6788,42
"Emirgazi",1995,33,7113,5785,5608,42
"Emirgazi",1991,25,5791,5243,5059,42
"Ereğli",2011,362,93013,80525,78660,42
"Ereğli",2007,289,81367,69579,67847,42
"Ereğli",2002,312,75910,63193,60267,42
"Ereğli",1999,399,72147,66243,63269,42
"Ereğli",1995,277,67106,59549,57522,42
"Ereğli",1991,234,58545,53956,52367,42
"Güneysınır",2011,32,7074,6558,6451,42
"Güneysınır",2007,30,7777,7047,6933,42
"Güneysınır",2002,35,7921,7052,6850,42
"Güneysınır",1999,42,7539,7235,6998,42
"Güneysınır",1995,33,7499,6976,6817,42
"Güneysınır",1991,22,4737,4357,4233,42
"Hadim",2011,60,10806,9372,9091,42
"Hadim",2007,57,9743,8633,8400,42
"Hadim",2002,65,10871,9241,8887,42
"Hadim",1999,74,11089,10382,10030,42
"Hadim",1995,61,11191,10028,9693,42
"Hadim",1991,59,10521,9727,9181,42
"Halkapınar",2011,20,3505,3066,2984,42
"Halkapınar",2007,20,4042,3505,3416,42
"Halkapınar",2002,24,4193,3557,3444,42
"Halkapınar",1999,26,4249,3975,3814,42
"Halkapınar",1995,21,4049,3573,3156,42
"Halkapınar",1991,19,3753,3488,3386,42
"Hüyük",2011,63,13814,11797,11441,42
"Hüyük",2007,61,15185,12932,12571,42
"Hüyük",2002,82,18034,12271,11549,42
"Hüyük",1999,97,18784,17120,16281,42
"Hüyük",1995,69,14827,11794,11398,42
"Hüyük",1991,54,12369,10767,10411,42
"Ilgın",2011,177,41767,36251,35175,42
"Ilgın",2007,167,42354,38008,36859,42
"Ilgın",2002,191,41625,34665,33341,42
"Ilgın",1999,223,40326,38010,36600,42
"Ilgın",1995,164,38275,34895,33877,42
"Ilgın",1991,146,33821,30834,29974,42
"Kadınhanı",2011,109,22519,20252,19897,42
"Kadınhanı",2007,96,23589,20774,20416,42
"Kadınhanı",2002,115,23102,19923,19386,42
"Kadınhanı",1999,133,23264,21656,20892,42
"Kadınhanı",1995,106,22825,20426,19832,42
"Kadınhanı",1991,92,20023,18443,17944,42
"Karapınar",2011,127,30550,26261,25476,42
"Karapınar",2007,110,29967,25914,25157,42
"Karapınar",2002,120,27511,23603,22486,42
"Karapınar",1999,142,26365,24679,23626,42
"Karapınar",1995,102,24591,22254,21490,42
"Karapınar",1991,85,21392,19949,19327,42
"Kulu",2011,153,36739,25602,25047,42
"Kulu",2007,130,33985,26628,26027,42
"Kulu",2002,135,30825,23490,22669,42
"Kulu",1999,155,28016,25508,24533,42
"Kulu",1995,122,27603,23620,22729,42
"Kulu",1991,105,23615,20984,20081,42
"Sarayönü",2011,83,19468,17515,17229,42
"Sarayönü",2007,86,22626,19759,19367,42
"Sarayönü",2002,99,21963,18119,17544,42
"Sarayönü",1999,119,22035,20410,19607,42
"Sarayönü",1995,84,19673,16736,16272,42
"Sarayönü",1991,68,16199,15098,14597,42
"Seydişehir",2011,196,46070,42308,40973,42
"Seydişehir",2007,178,44739,41109,39679,42
"Seydişehir",2002,198,45614,40488,38479,42
"Seydişehir",1999,243,42582,39560,37739,42
"Seydişehir",1995,183,42944,38958,36662,42
"Seydişehir",1991,170,40386,37245,35980,42
"Taşkent",2011,26,5051,4477,4369,42
"Taşkent",2007,22,4926,4438,4321,42
"Taşkent",2002,33,6137,4879,4726,42
"Taşkent",1999,38,6481,6122,5875,42
"Taşkent",1995,30,5693,4937,4810,42
"Taşkent",1991,22,5037,4532,4371,42
"Tuzlukçu",2011,27,5688,4812,4646,42
"Tuzlukçu",2007,25,6290,5312,5151,42
"Tuzlukçu",2002,31,6544,5267,4953,42
"Tuzlukçu",1999,36,6609,6249,5951,42
"Tuzlukçu",1995,31,6672,5823,5634,42
"Tuzlukçu",1991,27,6082,5298,5118,42
"Yalıhüyük",2011,7,1404,1173,1135,42
"Yalıhüyük",2007,7,1520,1271,1235,42
"Yalıhüyük",2002,8,1575,1162,1105,42
"Yalıhüyük",1999,9,1654,1534,1458,42
"Yalıhüyük",1995,7,1333,1112,1066,42
"Yalıhüyük",1991,7,1080,983,940,42
"Yunak",2011,91,18352,14312,13940,42
"Yunak",2007,87,21157,15582,15256,42
"Yunak",2002,106,22191,15543,14888,42
"Yunak",1999,116,21947,19536,18465,42
"Yunak",1995,95,21458,16727,16133,42
"Yunak",1991,82,18355,15853,15110,42
"Merkez",2011,671,166386,152433,149931,43
"Merkez",2007,555,145961,133976,131914,43
"Merkez",2002,608,143018,125095,120109,43
"Merkez",1999,733,128264,117559,113037,43
"Merkez",1995,508,120697,107970,105650,43
"Merkez",1991,375,106232,93745,90988,43
"Altıntaş",2011,69,13690,12044,11741,43
"Altıntaş",2007,60,14240,13135,12851,43
