"ilce","yil","sandik","secmen","oykullanan","gecerlioy","il"
"Saraykent",2007,39,9345,7164,7083,66
"Saraykent",2002,44,8955,6469,6354,66
"Saraykent",1999,48,8593,7739,7495,66
"Saraykent",1995,38,8156,6696,6554,66
"Saraykent",1991,14,3007,2530,2446,66
"Sarıkaya",2011,129,26655,19747,19345,66
"Sarıkaya",2007,110,22066,19589,19301,66
"Sarıkaya",2002,132,25213,19434,18990,66
"Sarıkaya",1999,149,25166,22652,21720,66
"Sarıkaya",1995,114,24265,20367,19947,66
"Sarıkaya",1991,97,20628,19121,18559,66
"Sorgun",2011,259,56617,46417,45888,66
"Sorgun",2007,205,50753,42703,42207,66
"Sorgun",2002,248,51182,38672,38102,66
"Sorgun",1999,283,50184,44547,43319,66
"Sorgun",1995,205,45090,36640,36012,66
"Sorgun",1991,169,35993,33131,32344,66
"Şefaatli",2011,82,12897,11252,11057,66
"Şefaatli",2007,79,13479,11949,11735,66
"Şefaatli",2002,102,17984,12679,12360,66
"Şefaatli",1999,115,18950,17207,16534,66
"Şefaatli",1995,87,16534,13241,12913,66
"Şefaatli",1991,69,14328,13479,13103,66
"Yenifakılı",2011,23,4585,4132,4016,66
"Yenifakılı",2007,24,4846,4404,4298,66
"Yenifakılı",2002,29,5673,4588,4398,66
"Yenifakılı",1999,33,5552,5157,4954,66
"Yenifakılı",1995,29,5657,4804,4654,66
"Yenifakılı",1991,25,5232,4934,4760,66
"Yerköy",2011,142,27974,24128,23730,66
"Yerköy",2007,128,26831,22357,22059,66
"Yerköy",2002,142,29116,22507,22144,66
"Yerköy",1999,163,28110,25332,24440,66
"Yerköy",1995,130,27303,23266,22721,66
"Yerköy",1991,112,23513,21943,21473,66
"Merkez",2011,625,161209,139645,135170,67
"Merkez",2007,549,153695,120158,117437,67
"Merkez",2002,620,160082,122613,115256,67
"Merkez",1999,818,146242,125413,118200,67
"Merkez",1995,552,150990,127639,123458,67
"Merkez",1991,426,148190,120839,117404,67
"Alaplı",2011,144,33031,29648,28793,67
"Alaplı",2007,111,31419,27814,27319,67
"Alaplı",2002,132,29993,25547,24381,67
"Alaplı",1999,161,28227,25981,24610,67
"Alaplı",1995,108,27344,24333,23585,67
"Alaplı",1991,82,23510,20664,19934,67
"Çaycuma",2011,297,72859,65856,62926,67
"Çaycuma",2007,247,68549,61303,58965,67
"Çaycuma",2002,306,73980,61974,57164,67
"Çaycuma",1999,386,70321,64142,60264,67
"Çaycuma",1995,306,71285,64478,62295,67
"Çaycuma",1991,220,63042,57163,54959,67
"Devrek",2011,205,45816,39489,38051,67
"Devrek",2007,167,46062,37873,36816,67
"Devrek",2002,218,49447,37837,35844,67
"Devrek",1999,275,46945,41650,39248,67
"Devrek",1995,210,49069,41719,40391,67
"Devrek",1991,143,43080,36787,35163,67
"Eflani",1991,62,11408,8689,8285,67
"Ereğli",2011,515,125123,112220,108992,67
"Ereğli",2007,400,111809,96858,94529,67
"Ereğli",2002,433,107842,90439,85871,67
"Ereğli",1999,550,100557,91486,86463,67
"Ereğli",1995,392,96129,86303,83571,67
"Ereğli",1991,302,86868,77265,75031,67
"Gökçebey",2011,80,17602,16026,15157,67
"Gökçebey",2007,60,16595,14505,13841,67
"Gökçebey",2002,78,18001,14545,13235,67
"Gökçebey",1999,99,18060,16416,15395,67
"Gökçebey",1995,72,17541,15504,14841,67
"Gökçebey",1991,52,17393,15299,14648,67
"Karabük",1991,229,67547,57124,55839,67
"Safranbolu",1991,128,28569,25372,24617,67
"Yenice",1991,63,19080,17056,16420,67
"Merkez",2011,670,172008,143839,141117,68
"Merkez",2007,528,143759,118744,116819,68
"Merkez",2002,560,133183,100791,97611,68
"Merkez",1999,643,120849,103873,98403,68
"Merkez",1995,423,107766,91095,88310,68
"Merkez",1991,335,84782,75539,73136,68
"Ağaçören",2011,47,7492,5803,5667,68
"Ağaçören",2007,46,7942,6246,6151,68
"Ağaçören",2002,47,8437,6256,6022,68
"Ağaçören",1999,52,8364,7463,7031,68
"Ağaçören",1995,44,8501,7334,7055,68
"Ağaçören",1991,41,8545,7306,6990,68
"Eskil",2011,81,15603,13982,13762,68
"Eskil",2007,69,15347,13563,13311,68
"Eskil",2002,85,17094,13794,13406,68
"Eskil",1999,93,16700,15324,14624,68
"Eskil",1995,62,13695,11961,11672,68
"Eskil",1991,43,9965,9313,9021,68
"Gülağaç",2011,62,13597,10872,10612,68
"Gülağaç",2007,59,15019,11328,11111,68
"Gülağaç",2002,72,15807,9814,9407,68
"Gülağaç",1999,86,16523,13775,13062,68
"Gülağaç",1995,45,10259,8405,8192,68
"Gülağaç",1991,36,8328,7475,7223,68
"Güzelyurt",2011,40,8752,7010,6828,68
"Güzelyurt",2007,38,9114,7473,7353,68
"Güzelyurt",2002,44,9050,6780,6525,68
"Güzelyurt",1999,51,9188,8431,7951,68
"Güzelyurt",1995,32,7527,6383,6138,68
"Güzelyurt",1991,26,6048,5350,5091,68
"Ortaköy",2011,115,25370,19596,19100,68
"Ortaköy",2007,104,25909,20380,20083,68
"Ortaköy",2002,123,26561,19564,19014,68
"Ortaköy",1999,131,25733,23011,22051,68
"Ortaköy",1995,97,23708,19702,19152,68
"Ortaköy",1991,79,19668,17685,17185,68
"Sarıyahşi",2011,20,4267,2768,2669,68
"Sarıyahşi",2007,18,3652,2959,2900,68
"Sarıyahşi",2002,23,4523,3087,2954,68
"Sarıyahşi",1999,26,5042,4765,4490,68
"Sarıyahşi",1995,22,4265,3242,3132,68
"Sarıyahşi",1991,20,4346,3645,3536,68
"Merkez",2011,226,39688,34449,33919,69
"Merkez",2007,205,41314,32420,32009,69
"Merkez",2002,226,41757,29846,28716,69
"Merkez",1999,252,36634,30007,28938,69
"Merkez",1995,194,37004,28474,27889,69
"Merkez",1991,177,38568,26956,26282,69
"Aydıntepe",2011,34,4675,4244,4165,69
"Aydıntepe",2007,33,5446,4597,4520,69
"Aydıntepe",2002,35,5523,4309,4110,69
"Aydıntepe",1999,36,5169,4412,4235,69
"Aydıntepe",1995,33,5244,4187,4113,69
"Aydıntepe",1991,32,6767,5137,5000,69
"Demirözü",2011,42,5716,4942,4879,69
"Demirözü",2007,41,6710,5419,5353,69
"Demirözü",2002,42,7488,5299,5084,69
"Demirözü",1999,51,7012,5908,5680,69
"Demirözü",1995,41,6863,5237,5130,69
"Demirözü",1991,40,7710,5355,5208,69
"Merkez",2011,483,115415,105089,102893,70
"Merkez",2007,388,98742,88492,87039,70
"Merkez",2002,396,88634,77954,75830,70
"Merkez",1999,482,83358,77702,74579,70
"Merkez",1995,338,76594,71009,69485,70
"Merkez",1991,272,61657,57404,55929,70
"Ayrancı",2011,37,6902,6133,5956,70
"Ayrancı",2007,35,7755,6815,6718,70
"Ayrancı",2002,44,8141,7002,6831,70
"Ayrancı",1999,49,8042,7578,7283,70
"Ayrancı",1995,39,8058,7276,7138,70
"Ayrancı",1991,36,8026,7442,7246,70
"Başyayla",2011,17,3178,2474,2393,70
"Başyayla",2007,13,2756,2438,2382,70
"Başyayla",2002,16,2783,2474,2389,70
"Başyayla",1999,18,2576,2361,2230,70
"Başyayla",1995,14,2475,2191,2123,70
"Başyayla",1991,21,4009,3737,3571,70
"Ermenek",2011,108,21670,19276,18553,70
"Ermenek",2007,95,21058,19004,18556,70
"Ermenek",2002,109,20487,18115,17435,70
"Ermenek",1999,126,20132,18524,17489,70
"Ermenek",1995,102,19979,18129,17568,70
"Ermenek",1991,83,16957,15833,15236,70
"Kazımkarabekir",2011,19,3316,3060,3007,70
"Kazımkarabekir",2007,17,3580,3281,3222,70
"Kazımkarabekir",2002,19,3469,3040,2961,70
"Kazımkarabekir",1999,23,3481,3240,3103,70
"Kazımkarabekir",1995,17,3229,2949,2894,70
"Kazımkarabekir",1991,29,6039,5648,5450,70
"Sarıveliler",2011,45,9047,7571,7193,70
"Sarıveliler",2007,38,8510,7672,7421,70
"Sarıveliler",2002,41,8322,6987,6692,70
"Sarıveliler",1999,48,8276,7626,7102,70
"Sarıveliler",1995,36,7629,6497,6289,70
"Sarıveliler",1991,33,7234,6751,6428,70
"Merkez",2011,506,143699,125480,123412,71
"Merkez",2007,414,125872,105568,103943,71
"Merkez",2002,445,123955,100678,98104,71
"Merkez",1999,588,108714,95155,88607,71
"Merkez",1995,385,110419,96103,93995,71
"Merkez",1991,331,96204,86234,84314,71
"Bahşılı",2011,23,5089,4626,4517,71
"Bahşılı",2007,25,6775,5484,5366,71
"Bahşılı",2002,34,7661,5727,5613,71
"Bahşılı",1999,38,8100,7260,6714,71
"Bahşılı",1995,23,5720,4867,4740,71
"Bahşılı",1991,19,4497,3939,3798,71
"Balışeyh",2011,39,4987,4493,4408,71
"Balışeyh",2007,42,8345,6520,6417,71
"Balışeyh",2002,49,8982,6874,6720,71
"Balışeyh",1999,55,9526,8952,8481,71
"Balışeyh",1995,44,8472,7059,6936,71
"Balışeyh",1991,36,7780,6724,6472,71
"Çelebi",2011,17,1660,1477,1444,71
"Çelebi",2007,19,2640,1977,1946,71
"Çelebi",2002,25,3575,1987,1938,71
"Çelebi",1999,27,4392,3743,3474,71
"Çelebi",1995,23,3282,2506,2464,71
"Çelebi",1991,20,3486,3069,2969,71
"Delice",2011,66,7718,6797,6672,71
"Delice",2007,73,11321,8489,8360,71
"Delice",2002,91,13708,8988,8820,71
"Delice",1999,103,15921,14051,13406,71
"Delice",1995,91,15135,11391,11173,71
"Delice",1991,71,13325,11433,11190,71
"Karakeçili",2011,13,2334,2143,2096,71
"Karakeçili",2007,16,3263,2783,2756,71
"Karakeçili",2002,18,3565,2671,2620,71
"Karakeçili",1999,21,3678,3420,3262,71
"Karakeçili",1995,15,3036,2597,2548,71
"Karakeçili",1991,14,3346,2980,2898,71
"Keskin",2011,91,14278,12035,11729,71
"Keskin",2007,96,18253,14223,13988,71
"Keskin",2002,113,20266,15051,14625,71
"Keskin",1999,124,19774,17854,16086,71
"Keskin",1995,98,17594,15175,14902,71
"Keskin",1991,93,16607,14655,14129,71
"Sulakyurt",2011,44,6389,5532,5422,71
"Sulakyurt",2007,41,7363,6311,6222,71
"Sulakyurt",2002,52,8396,6631,6427,71
"Sulakyurt",1999,59,9256,8623,8187,71
"Sulakyurt",1995,45,8256,7045,6930,71
"Sulakyurt",1991,43,8529,7541,7233,71
"Yahşihan",2011,43,10044,9009,8867,71
"Yahşihan",2007,37,8555,7143,7027,71
"Yahşihan",2002,41,8884,7105,6899,71
"Yahşihan",1999,50,9060,8326,7657,71
"Yahşihan",1995,35,7908,6839,6665,71
"Yahşihan",1991,23,5986,5268,5134,71
"Merkez",2011,684,192750,162223,157374,72
"Merkez",2007,440,133580,97821,95658,72
"Merkez",2002,475,124171,94335,91375,72
"Merkez",1999,588,103533,87132,82085,72
"Merkez",1995,310,83436,68493,65192,72
"Merkez",1991,226,63116,50660,48263,72
"Beşiri",2011,93,15058,12496,12100,72
"Beşiri",2007,82,15709,12353,12081,72
"Beşiri",2002,85,15053,11559,11219,72
"Beşiri",1999,93,14028,12795,12188,72
"Beşiri",1995,77,13676,10925,10499,72
"Beşiri",1991,69,12647,10710,10355,72
"Gercüş",2011,85,13240,10393,9997,72
"Gercüş",2007,82,14577,10993,10723,72
"Gercüş",2002,80,12691,9345,8821,72
"Gercüş",1999,85,11945,10555,9627,72
"Gercüş",1995,70,9802,7741,7274,72
"Gercüş",1991,66,11782,9918,9349,72
"Hasankeyf",2011,24,3731,2911,2728,72
"Hasankeyf",2007,24,4376,2892,2790,72
"Hasankeyf",2002,23,3881,2708,2565,72
"Hasankeyf",1999,25,3556,3102,2947,72
"Hasankeyf",1995,20,3360,2678,2554,72
"Hasankeyf",1991,26,4137,3498,3323,72
"Kozluk",2011,152,30060,27064,26485,72
"Kozluk",2007,139,31125,26175,25880,72
"Kozluk",2002,206,32092,26085,25705,72
"Kozluk",1999,206,28865,23931,22658,72
"Kozluk",1995,174,24868,22820,22517,72
"Kozluk",1991,115,22548,20617,20276,72
"Sason",2011,94,15553,11555,11184,72
"Sason",2007,83,13788,11204,10995,72
"Sason",2002,84,13640,8812,8500,72
"Sason",1999,80,12328,10841,10416,72
"Sason",1995,63,11105,9846,9715,72
"Sason",1991,48,10431,9826,9730,72
"Merkez",2011,154,39307,33992,32862,73
"Merkez",2007,113,30190,25514,24669,73
"Merkez",2002,121,29526,20825,19641,73
"Merkez",1999,122,21767,17249,15531,73
"Merkez",1995,67,17093,13134,12305,73
"Merkez",1991,52,13542,11500,11003,73
"Beytüşşebap",2011,48,8906,7588,7445,73
"Beytüşşebap",2007,38,7900,6676,6534,73
"Beytüşşebap",2002,45,7847,6096,5935,73
"Beytüşşebap",1999,47,6832,6045,5773,73
"Beytüşşebap",1995,52,8866,6549,6214,73
"Beytüşşebap",1991,50,9252,8461,8339,73
"Cizre",2011,214,56123,49995,49158,73
"Cizre",2007,142,38612,32255,31496,73
"Cizre",2002,137,34144,27090,25981,73
"Cizre",1999,167,28138,23359,20811,73
"Cizre",1995,93,20240,14998,14191,73
"Cizre",1991,79,19031,14396,13909,73
"Güçlükonak",2011,32,4563,3798,3694,73
"Güçlükonak",2007,23,3703,2867,2713,73
"Güçlükonak",2002,25,4122,2606,2469,73
"Güçlükonak",1999,21,2848,2117,1863,73
"Güçlükonak",1995,19,3174,2386,2304,73
"Güçlükonak",1991,28,4548,3725,3645,73
"İdil",2011,143,30134,24462,24019,73
"İdil",2007,110,24356,18789,18238,73
"İdil",2002,117,24116,17828,17152,73
"İdil",1999,135,20709,17281,16020,73
"İdil",1995,84,14802,10666,10146,73
"İdil",1991,90,15048,11012,10392,73
"Silopi",2011,190,48719,43818,42591,73
"Silopi",2007,125,34399,30484,29850,73
"Silopi",2002,125,30418,25188,23706,73
"Silopi",1999,129,22761,19405,17605,73
"Silopi",1995,73,17919,14936,14182,73
"Silopi",1991,62,15051,11845,11298,73
"Uludere",2011,73,16258,13604,13328,73
"Uludere",2007,53,12798,9508,9328,73
"Uludere",2002,50,12000,8898,8345,73
"Uludere",1999,58,10648,9049,8467,73
"Uludere",1995,40,9413,6916,6650,73
"Uludere",1991,44,10077,8978,8739,73
"Merkez",2011,427,104275,92187,89094,74
"Merkez",2007,326,94762,82274,80051,74
"Merkez",2002,415,93401,76800,73140,74
"Merkez",1999,517,89349,81154,77046,74
"Merkez",1995,432,86586,77626,75592,74
"Merkez",1991,292,75805,68345,66243,74
"Amasra",2011,54,11553,10238,9961,74
"Amasra",2007,48,11637,9903,9661,74
"Amasra",2002,55,11562,9374,8860,74
"Amasra",1999,69,10997,9812,9358,74
"Amasra",1995,58,11635,10195,9967,74
"Amasra",1991,47,11393,9849,9629,74
"Kurucaşile",2011,36,5814,4978,4819,74
